3091.95, 1s2 2s2, 1s1 2s2 2p1, [1S0], [1P1], 14, [1.57505171434327e-25,1.71008852782134e-25,1.89746496726999e-25,2.06089398905136e-25,2.13368828217278e-25,2.11080913082113e-25,2.07175765658443e-25,1.96383683807865e-25,1.85696967990258e-25,1.7308110239881e-25,1.6071187913526e-25,1.48408529425515e-25,1.36871458926437e-25,1.25842946933102e-25,1.15748098833789e-25,1.06274376052952e-25,9.71745998743797e-26,8.89363994967643e-26,8.03032155878281e-26,7.21698770214661e-26], [2.01288594763668e-25,1.96458583396819e-25,1.4717534247949e-25,1.0778255600219e-25,8.10271349479582e-26,6.30983771474534e-26,5.0359470476749e-26,4.10853815291804e-26,3.4389639290263e-26,2.89140281345702e-26,2.44664397647644e-26,2.12925216747291e-26,1.83205074728959e-26,1.61429792570861e-26,1.40398883214873e-26,1.24760779279942e-26,1.08849280457592e-26,9.69346593663941e-27,8.39692265990113e-27,7.34318988092173e-27], 0
2733.41041, 1s2 2s1, 1s1 2s2, [2S1/2], [2S3/2], 15, [2.659134713200732e-26,4.9617891246118534e-26,6.064815423444544e-26,6.048604636443045e-26,5.498288813223108e-26,4.7865688315845e-26,4.08926042213231e-26,3.471010559435284e-26,2.9456333475624396e-26,2.506937218402649e-26,2.1425532876293685e-26,1.839534803620825e-26,1.5863313791711598e-26,1.373272636518369e-26,1.1924538218238815e-26,1.0374519695761892e-26,9.029407294661891e-27,7.843015606194783e-27,6.769238358123219e-27,5.740861090207065e-27], [6.202033621454953e-26,3.475758989992231e-26,1.8082659268122176e-26,1.0609972203891369e-26,6.864112819987467e-27,4.764096457215702e-27,3.4801623243479906e-27,2.6413069242643907e-27,2.0641940675165075e-27,1.650489977499104e-27,1.3438402180574116e-27,1.1101280602778284e-27,9.277281027585104e-28,7.823905335958404e-28,6.643884178701206e-28,5.668654687869673e-28,4.84790113998001e-28,4.142688427267285e-28,3.518818275711193e-28,2.9335759050324928e-28], 0
3086.69, 1s2 2s1, 1s1 2s1 2p1, [2S1/2], [4P1/2], 15, [1.84128503437792e-26,1.49586168800568e-26,1.01421890962725e-26,5.83392218377803e-27,3.5278370958165e-27,2.8972837711522e-27,1.34491435376061e-27,1.09196244422848e-27,5.52172999084099e-28,3.95948613935725e-28,2.56629419046712e-28,1.88072975719312e-28,1.30532692067781e-28,1.10242986801524e-28,7.79203257797581e-29,7.18058774255774e-29,5.36496243951808e-29,5.00377655661858e-29,4.02076861893844e-29,3.65433753874963e-29], [7.12645321443359e-27,1.09824853233085e-27,1.6356895584553e-28,7.37259637120614e-29,4.05620924964973e-29,3.0204968741331e-29,2.35821435277703e-29,1.90769276354444e-29,1.59458167540405e-29,1.33401267628657e-29,1.12562121375847e-29,9.79809815502614e-30,8.41963822265938e-30,7.41952103682354e-30,6.44862614872342e-30,5.73042345061485e-30,4.99776378023779e-30,4.45062063973793e-30,3.85461154259441e-30,3.3708784634855e-30], 0
3112.4, 1s2 2s1, 1s1 2s1 2p1, [2S1/2], [2P1/2]#1, 15, [4.89589093863441e-26,5.18459267108578e-26,5.58281215301894e-26,5.92323226829866e-26,6.05686637829964e-26,5.96395851515358e-26,5.8122771127243e-26,5.49908436108224e-26,5.18753660838228e-26,4.82828188051308e-26,4.48023016900905e-26,4.13437414181402e-26,3.81203041769285e-26,3.50408341125587e-26,3.22165020436736e-26,2.95808188965383e-26,2.70423456456045e-26,2.47534144094831e-26,2.2348782420609e-26,2.00887588627177e-26], [5.82473435729641e-26,5.50139018454859e-26,4.09905883615531e-26,3.00002863490748e-26,2.25501614999663e-26,1.75635853763252e-26,1.40195644038123e-26,1.14462636691062e-26,9.57813971311851e-27,8.05139938900869e-27,6.81398567453759e-27,5.93033798125922e-27,5.10267793068215e-27,4.49662118060053e-27,3.91083237008025e-27,3.47534219147474e-27,3.03205044539948e-27,2.70007418606226e-27,2.33922339762501e-27,2.04564906807883e-27], 0
3125.37, 1s2 2s1, 1s1 2s1 2p1, [2S1/2], [2P1/2]#2, 15, [2.53436013595753e-26,2.34968726896851e-26,2.09045066274718e-26,1.85342774902901e-26,1.71329232666094e-26,1.64473696769919e-26,1.4934093006823e-26,1.40144264361619e-26,1.28591376101719e-26,1.18940057221094e-26,1.09485365943323e-26,1.0074245742928e-26,9.25530477690981e-27,8.50346165609105e-27,7.8007136116959e-27,7.16419119723374e-27,6.541005089362e-27,5.98878242581503e-27,5.40401967694268e-27,4.8583382430742e-27], [1.92563410500584e-26,1.40242294359106e-26,9.97281098331002e-27,7.26608481403154e-27,5.454064897062e-27,4.2469464279301e-27,3.39021567788844e-27,2.76915687564368e-27,2.31703847029467e-27,1.94767102890239e-27,1.648503106896e-27,1.43477245916894e-27,1.23460109261097e-27,1.08802497973957e-27,9.46306184192699e-28,8.40965601923338e-28,7.33747128639029e-28,6.53424360888561e-28,5.66131198859257e-28,4.95079817406586e-28], 0
3087.55, 1s2 2s1, 1s1 2s1 2p1, [2S1/2], [4P3/2], 15, [3.69972766762628e-26,3.01344689234677e-26,2.05635743376489e-26,1.19985772424989e-26,7.40699517312738e-27,6.14282225583015e-27,3.03991124377416e-27,2.51731070978817e-27,1.42059756878131e-27,1.08837258278921e-27,7.8782099163784e-28,6.3028640977485e-28,4.94923199332278e-28,4.35612493427297e-28,3.53711453451133e-28,3.25305720896271e-28,2.73427050557119e-28,2.52125692876944e-28,2.1770592800172e-28,1.96477777910483e-28], [1.45689055704487e-26,2.52994469229356e-27,5.79388908385413e-28,3.31712304274403e-28,2.1965220861613e-28,1.6829254822346e-28,1.33256488890563e-28,1.08395146173175e-28,9.06893656269892e-29,7.61049378714974e-29,6.43350022727391e-29,5.59918065007652e-29,4.81518103730059e-29,4.24284229675142e-29,3.68919223481382e-29,3.27819697500747e-29,2.85951585613066e-29,2.54637483272023e-29,2.20561296298869e-29,1.92878665759528e-29], 0
3114.15, 1s2 2s1, 1s1 2s1 2p1, [2S1/2], [2P3/2]#1, 15, [1.08114705108994e-25,1.15992726642214e-25,1.26880416692141e-25,1.36259319799265e-25,1.40157485583409e-25,1.38205839874142e-25,1.35191394003704e-25,1.27953334589265e-25,1.20851489118771e-25,1.12496010636566e-25,1.04413606013099e-25,9.63628924865058e-26,8.88728078407014e-26,8.1702459655715e-26,7.51336388986791e-26,6.8996631272844e-26,6.30838533442387e-26,5.77521827076961e-26,5.21494826210688e-26,4.68815198897426e-26], [1.33528856191591e-25,1.28005376266566e-25,9.55478812205134e-26,6.99733650064654e-26,5.26202618053515e-26,4.09930118493137e-26,3.27270043112345e-26,2.67220964830447e-26,2.23606388059801e-26,1.87988350308427e-26,1.59090596026685e-26,1.38452946685464e-26,1.19133786032216e-26,1.04983234817293e-26,9.13067539840767e-27,8.11399170906692e-27,7.07912385153756e-27,6.30405004900526e-27,5.46144505693516e-27,4.77597865752648e-27], 0
3125.9, 1s2 2s1, 1s1 2s1 2p1, [2S1/2], [2P3/2]#2, 15, [4.02376867983128e-26,3.44173266837489e-26,2.62756570948157e-26,1.89315363054834e-26,1.48826844539437e-26,1.36047911816792e-26,1.05579441670146e-26,9.69737763716454e-27,8.2458413843439e-27,7.48800206890121e-27,6.72298014839561e-27,6.12958996606489e-27,5.56386148290778e-27,5.10168307315715e-27,4.64579746344587e-27,4.26820683206684e-27,3.88033922146758e-27,3.5545920091073e-27,3.2009136077023e-27,2.87854594811873e-27], [2.1146605285027e-26,9.71107317412006e-27,6.03940522259286e-27,4.32983980376732e-27,3.23082205279465e-27,2.51408727519832e-27,2.0066116878574e-27,1.63880555130441e-27,1.37107168647136e-27,1.15261262957355e-27,9.7551104917436e-28,8.49035308933658e-28,7.30573218872388e-28,6.43834121223585e-28,5.59968318048475e-28,4.9763593744704e-28,4.34199405092152e-28,3.8667055299411e-28,3.35006301146609e-28,2.9295836166407e-28], 0
3123.37, 1s2, 1s1 2p1, [1S0], [3P1], 16, [5.6370599374816e-26,4.6584287047132e-26,3.28641023512166e-26,2.04350798503756e-26,1.35475905721023e-26,1.15336840757135e-26,6.92423973067865e-27,6.06785720719076e-27,4.2584925624143e-27,3.66416892010627e-27,3.02638651839837e-27,2.67201191199387e-27,2.31619623305279e-27,2.10666687248024e-27,1.86172752402898e-27,1.7117101808831e-27,1.52826274608877e-27,1.40208815741493e-27,1.25117077710301e-27,1.12608906785664e-27], [2.41916461863457e-26,6.08544535478642e-27,2.58838206150069e-27,1.73809806080992e-27,1.2633257475924e-27,9.79511584252014e-28,7.80682204360445e-28,6.37369856180474e-28,5.33247085927058e-28,4.48167889589151e-28,3.7929268036635e-28,3.30152053065039e-28,2.84088812661845e-28,2.50381107133569e-28,2.17790775034729e-28,1.93562495431214e-28,1.68890321904309e-28,1.50408394549271e-28,1.3032616530598e-28,1.13975074441016e-28], 0
3104.1605, 1s2, 1s1 2s1, [1S0], [3S1], 16, [2.77104212813992e-26,2.3375523902871e-26,1.7187634185328e-26,1.13203243380164e-26,7.56459234061513e-27,5.71530921062647e-27,3.05881306028546e-27,2.20198471818702e-27,1.3353766067348e-27,9.19437491358518e-28,5.71460248327336e-28,3.87536498362679e-28,2.44538889759861e-28,1.85134928811348e-28,1.03443582951992e-28,8.92531387297724e-29,4.30237682410744e-29,3.98533749791323e-29,1.75421466548394e-29,1.61986399280125e-29], [1.31433777949388e-26,2.21211520839332e-27,3.37406435638968e-28,9.38754197357786e-29,1.78017084815991e-29,6.72636642486856e-30,2.63085913721302e-30,1.27045588156686e-30,8.86153071449134e-31,3.83662639320222e-31,1.46466956816825e-31,1.39938705475453e-31,5.45745334207262e-32,5.11680717342684e-32,2.06611851763588e-32,1.97333456606618e-32,7.73790467360095e-33,7.58791659476464e-33,2.94504288384811e-33,2.86681771250727e-33], 0
3092.9, 1s2 2s1 2p1, 1s1 2s1 2p2, [1P1], [1S0], 14, [8.53157069332708e-27,9.29994292662106e-27,1.03089146274603e-26,1.11563588342875e-26,1.16159014494646e-26,1.1662847816123e-26,1.1377225299286e-26,1.08696681350115e-26,1.024416709197e-26,9.55608763700833e-27,8.78214988419975e-27,8.11322707152454e-27,7.54277912384347e-27,6.93840570619999e-27,6.35794926047249e-27,5.8373129709274e-27,5.337873897852e-27,4.88510715508181e-27,4.41121220010397e-27,3.96441018752907e-27], [1.09037874148349e-26,1.08744272522994e-26,8.06181739016328e-27,5.92015087389422e-27,4.45097927592801e-27,3.4660827334577e-27,2.7662588817382e-27,2.25707742581782e-27,1.88945988418762e-27,1.58852286782457e-27,1.34427909702557e-27,1.16997620503159e-27,1.00679582946127e-27,8.8719767679786e-28,7.71610173944033e-28,6.85674791857446e-28,5.98264127595564e-28,5.32791441495002e-28,4.61560513084854e-28,4.03657518050069e-28], 3090.93